game_time,game_mode,lobby_type,game_phase
2306,All Draft,Public matchmaking,late_game
908,All Draft,Public matchmaking,mid_game
1122,All Draft,Ranked,mid_game
1078,All Draft,Ranked,mid_game
1319,All Draft,Ranked,mid_game
780,All Draft,Ranked,mid_game
2635,All Draft,Public matchmaking,late_game
573,Single Draft,Public matchmaking,early_game
305,Random Draft,Ranked,early_game
771,All Draft,Ranked,early_game
37,Turbo Mode,Public matchmaking,early_game
92,Captains Mode,Ranked,early_game
435,All Draft,Public matchmaking,early_game
598,All Draft,Public matchmaking,early_game
609,Turbo Mode,Public matchmaking,early_game
531,All Draft,Ranked,early_game
1047,Single Draft,Public matchmaking,mid_game
728,All Draft,Ranked,early_game
421,All Draft,Ranked,early_game
2114,Single Draft,Public matchmaking,late_game
2540,All Draft,Public matchmaking,late_game
1068,Random Draft,Public matchmaking,mid_game
678,All Draft,Ranked,early_game
8,All Draft,Ranked,early_game
1064,All Draft,Public matchmaking,mid_game
180,All Draft,Ranked,early_game
1223,All Draft,Public matchmaking,mid_game
502,All Draft,Ranked,early_game
361,Single Draft,Public matchmaking,early_game
166,All Draft,Ranked,early_game
1281,All Draft,Ranked,mid_game
2228,All Draft,Ranked,late_game
1462,All Draft,Ranked,mid_game
1308,All Draft,Ranked,mid_game
1082,All Draft,Ranked,mid_game
2279,All Draft,Ranked,late_game
285,Turbo Mode,Public matchmaking,early_game
459,Turbo Mode,Public matchmaking,early_game
1937,All Draft,Ranked,late_game
1397,All Draft,Public matchmaking,mid_game
1015,All Draft,Ranked,mid_game
1010,All Draft,Ranked,mid_game
1439,Single Draft,Public matchmaking,mid_game
720,Single Draft,Public matchmaking,early_game
780,All Draft,Ranked,mid_game
890,All Draft,Public matchmaking,mid_game
2277,All Draft,Ranked,late_game
2239,All Draft,Ranked,late_game
1874,All Draft,Ranked,late_game
1642,All Draft,Ranked,late_game
2070,All Draft,Ranked,late_game
1905,All Draft,Ranked,late_game
1699,Single Draft,Public matchmaking,late_game
2703,All Draft,Ranked,late_game
155,Turbo Mode,Public matchmaking,early_game
35,Single Draft,Public matchmaking,early_game
37,All Draft,Ranked,early_game
1477,All Draft,Ranked,mid_game
1410,All Draft,Ranked,mid_game
468,All Draft,Ranked,early_game
865,All Draft,Ranked,mid_game
469,All Draft,Ranked,early_game
105,All Draft,Ranked,early_game
1298,All Draft,Public matchmaking,mid_game
3118,All Draft,Ranked,late_game
479,All Draft,Ranked,early_game
806,All Draft,Ranked,mid_game
1903,Single Draft,Public matchmaking,late_game
68,Single Draft,Public matchmaking,early_game
992,Single Draft,Public matchmaking,mid_game
77,All Draft,Public matchmaking,early_game
952,All Draft,Public matchmaking,mid_game
2125,All Draft,Ranked,late_game
523,Turbo Mode,Public matchmaking,early_game
1094,All Draft,Ranked,mid_game
105,All Draft,Ranked,early_game
261,All Draft,Ranked,early_game
461,All Draft,Ranked,early_game
181,All Draft,Ranked,early_game
2803,All Draft,Ranked,late_game
654,All Draft,Public matchmaking,early_game
2068,All Draft,Ranked,late_game
2850,All Draft,Ranked,late_game
1690,Single Draft,Public matchmaking,late_game
2132,Random Draft,Public matchmaking,late_game
2270,All Draft,Ranked,late_game
1485,All Draft,Ranked,mid_game
2132,All Draft,Ranked,late_game
126,All Draft,Public matchmaking,early_game
1024,All Draft,Ranked,mid_game
420,All Draft,Ranked,early_game
2297,All Draft,Ranked,late_game
1749,All Draft,Public matchmaking,late_game
1179,All Draft,Ranked,mid_game
1666,All Draft,Ranked,late_game
2434,All Draft,Ranked,late_game
57,All Draft,Ranked,early_game
187,Single Draft,Public matchmaking,early_game
1461,All Draft,Ranked,mid_game
510,All Draft,Public matchmaking,early_game
1032,All Draft,Ranked,mid_game
568,Single Draft,Public matchmaking,early_game
288,Turbo Mode,Public matchmaking,early_game
2319,All Draft,Ranked,late_game
1612,All Draft,Ranked,late_game
1504,All Draft,Ranked,mid_game
2098,Single Draft,Public matchmaking,late_game
488,All Draft,Ranked,early_game
1879,All Draft,Ranked,late_game
1162,All Draft,Ranked,mid_game
2210,All Draft,Ranked,late_game
1669,All Draft,Ranked,late_game
573,All Draft,Ranked,early_game
763,All Draft,Ranked,early_game
56,All Draft,Public matchmaking,early_game
1039,All Draft,Ranked,mid_game
1078,All Draft,Ranked,mid_game
2714,All Draft,Ranked,late_game
3386,All Draft,Ranked,late_game
909,Single Draft,Public matchmaking,mid_game
811,All Draft,Public matchmaking,mid_game
93,All Draft,Ranked,early_game
458,All Draft,Ranked,early_game
466,All Draft,Ranked,early_game
1444,All Draft,Public matchmaking,mid_game
651,All Draft,Ranked,early_game
731,Single Draft,Public matchmaking,early_game
267,All Draft,Ranked,early_game
671,All Draft,Ranked,early_game
415,All Draft,Ranked,early_game
208,All Draft,Ranked,early_game
2259,All Draft,Public matchmaking,late_game
1009,All Draft,Ranked,mid_game
1034,All Draft,Ranked,mid_game
1911,All Draft,Ranked,late_game
247,All Draft,Ranked,early_game
424,Random Draft,Public matchmaking,early_game
1759,All Draft,Ranked,late_game
1513,All Draft,Ranked,mid_game
1325,Single Draft,Public matchmaking,mid_game
169,All Draft,Ranked,early_game
598,All Draft,Ranked,early_game
344,All Draft,Ranked,early_game
336,Single Draft,Public matchmaking,early_game
1910,All Draft,Ranked,late_game
982,All Draft,Ranked,mid_game
2945,All Draft,Ranked,late_game
1895,All Draft,Public matchmaking,late_game
701,All Draft,Public matchmaking,early_game
1275,All Draft,Ranked,mid_game
1685,All Draft,Ranked,late_game
1458,All Draft,Ranked,mid_game
916,All Draft,Ranked,mid_game
693,All Draft,Ranked,early_game
190,All Draft,Ranked,early_game
1265,All Draft,Ranked,mid_game
292,All Draft,Ranked,early_game
1165,All Draft,Ranked,mid_game
1325,All Draft,Ranked,mid_game
264,All Draft,Ranked,early_game
1116,Single Draft,Public matchmaking,mid_game
508,All Draft,Ranked,early_game
1660,Single Draft,Public matchmaking,late_game
1022,All Draft,Ranked,mid_game
1362,All Draft,Ranked,mid_game
953,All Draft,Ranked,mid_game
382,All Draft,Ranked,early_game
652,All Draft,Ranked,early_game
2173,All Draft,Ranked,late_game
1937,All Draft,Ranked,late_game
1726,All Draft,Ranked,late_game
1880,All Draft,Ranked,late_game
1708,All Draft,Public matchmaking,late_game
15,Turbo Mode,Public matchmaking,early_game
23,All Draft,Ranked,early_game
1832,All Draft,Ranked,late_game
462,All Draft,Ranked,early_game
559,Turbo Mode,Public matchmaking,early_game
100,All Draft,Public matchmaking,early_game
1970,All Draft,Ranked,late_game
805,All Draft,Ranked,mid_game
1099,All Draft,Public matchmaking,mid_game
1589,All Draft,Ranked,late_game
20,All Draft,Ranked,early_game
1383,Single Draft,Public matchmaking,mid_game
1489,All Draft,Ranked,mid_game
831,All Draft,Ranked,mid_game
156,Turbo Mode,Public matchmaking,early_game
2196,Turbo Mode,Public matchmaking,late_game
386,All Draft,Ranked,early_game
2935,All Draft,Ranked,late_game
1722,All Draft,Ranked,late_game
862,All Draft,Ranked,mid_game
786,All Draft,Ranked,mid_game
284,All Draft,Ranked,early_game
971,All Draft,Ranked,mid_game
1138,All Draft,Public matchmaking,mid_game
1782,All Draft,Public matchmaking,late_game
403,Single Draft,Public matchmaking,early_game
852,All Draft,Ranked,mid_game
265,Single Draft,Public matchmaking,early_game
1125,All Draft,Ranked,mid_game
283,All Draft,Ranked,early_game
3252,All Draft,Ranked,late_game
1762,All Draft,Ranked,late_game
1940,All Draft,Ranked,late_game
751,All Draft,Public matchmaking,early_game
1254,Single Draft,Public matchmaking,mid_game
433,All Draft,Ranked,early_game
1522,All Draft,Ranked,mid_game
2302,All Draft,Ranked,late_game
291,All Draft,Ranked,early_game
2317,All Draft,Ranked,late_game
1780,Turbo Mode,Public matchmaking,late_game
374,All Draft,Ranked,early_game
1195,Single Draft,Public matchmaking,mid_game
624,All Draft,Public matchmaking,early_game
874,Captains Mode,Ranked,mid_game
775,All Draft,Ranked,early_game
1903,Single Draft,Public matchmaking,late_game
2252,Random Draft,Ranked,late_game
1906,All Draft,Public matchmaking,late_game
2527,All Draft,Ranked,late_game
2091,All Draft,Ranked,late_game
2765,All Draft,Ranked,late_game
434,All Draft,Ranked,early_game
2022,All Draft,Public matchmaking,late_game
322,All Draft,Ranked,early_game
174,All Draft,Public matchmaking,early_game
1249,All Draft,Ranked,mid_game
664,All Draft,Ranked,early_game
266,All Draft,Ranked,early_game
824,All Draft,Ranked,mid_game
637,All Draft,Ranked,early_game
212,All Draft,Ranked,early_game
741,All Draft,Ranked,early_game
368,All Draft,Ranked,early_game
696,Single Draft,Public matchmaking,early_game
941,Single Draft,Public matchmaking,mid_game
1911,All Draft,Ranked,late_game
910,Single Draft,Public matchmaking,mid_game
1480,All Draft,Ranked,mid_game
940,Random Draft,Ranked,mid_game
786,All Draft,Ranked,mid_game
1821,All Draft,Ranked,late_game
1990,All Draft,Ranked,late_game
1091,All Draft,Public matchmaking,mid_game
1649,All Draft,Public matchmaking,late_game
1708,All Draft,Ranked,late_game
106,All Draft,Ranked,early_game
2025,All Draft,Ranked,late_game
1890,All Draft,Ranked,late_game
2496,All Draft,Ranked,late_game
2076,Random Draft,Ranked,late_game
790,All Draft,Ranked,mid_game
2089,All Draft,Ranked,late_game
318,All Draft,Ranked,early_game
419,All Draft,Ranked,early_game
974,Turbo Mode,Public matchmaking,mid_game
600,All Draft,Ranked,early_game
892,All Draft,Ranked,mid_game
1186,All Draft,Public matchmaking,mid_game
1876,All Draft,Ranked,late_game
241,All Draft,Ranked,early_game
1667,All Draft,Public matchmaking,late_game
2373,All Draft,Ranked,late_game
578,All Draft,Ranked,early_game
2121,All Draft,Ranked,late_game
1286,All Draft,Ranked,mid_game
7,All Draft,Ranked,early_game
1620,All Draft,Ranked,late_game
1894,All Draft,Ranked,late_game
167,All Draft,Ranked,early_game
608,Turbo Mode,Public matchmaking,early_game
1020,Single Draft,Public matchmaking,mid_game
478,All Draft,Ranked,early_game
990,All Draft,Ranked,mid_game
1475,All Draft,Ranked,mid_game
1634,All Draft,Ranked,late_game
1262,Captains Mode,Ranked,mid_game
589,All Draft,Public matchmaking,early_game
202,All Draft,Ranked,early_game
1897,All Draft,Ranked,late_game
1916,All Draft,Ranked,late_game
240,All Draft,Ranked,early_game
3068,All Draft,Ranked,late_game
338,All Draft,Ranked,early_game
98,All Draft,Ranked,early_game
205,All Draft,Ranked,early_game
127,All Draft,Ranked,early_game
411,All Draft,Ranked,early_game
1137,All Draft,Ranked,mid_game
1028,All Draft,Ranked,mid_game
791,All Draft,Ranked,mid_game
1577,All Draft,Ranked,late_game
1204,All Draft,Ranked,mid_game
81,All Draft,Public matchmaking,early_game
757,Random Draft,Ranked,early_game
495,All Draft,Ranked,early_game
935,Single Draft,Public matchmaking,mid_game
1795,Random Draft,Ranked,late_game
90,All Draft,Ranked,early_game
899,All Draft,Ranked,mid_game
1756,All Draft,Ranked,late_game
500,All Draft,Ranked,early_game
794,All Draft,Ranked,mid_game
1462,All Draft,Ranked,mid_game
427,Random Draft,Ranked,early_game
1510,All Draft,Ranked,mid_game
1932,All Draft,Ranked,late_game
1134,Single Draft,Public matchmaking,mid_game
485,All Draft,Ranked,early_game
202,All Draft,Ranked,early_game
1035,Single Draft,Public matchmaking,mid_game
797,All Draft,Ranked,mid_game
475,All Draft,Ranked,early_game
2860,All Draft,Public matchmaking,late_game
996,Random Draft,Ranked,mid_game
2133,All Draft,Ranked,late_game
177,Turbo Mode,Public matchmaking,early_game
1741,All Draft,Ranked,late_game
1078,All Draft,Ranked,mid_game
1736,All Draft,Ranked,late_game
499,All Draft,Ranked,early_game
1479,All Draft,Ranked,mid_game
416,All Draft,Ranked,early_game
1829,Turbo Mode,Public matchmaking,late_game
1356,All Draft,Public matchmaking,mid_game
267,All Draft,Ranked,early_game
8,All Draft,Ranked,early_game
1909,All Draft,Public matchmaking,late_game
986,All Draft,Ranked,mid_game
3290,Random Draft,Ranked,late_game
732,All Draft,Ranked,early_game
1705,All Draft,Ranked,late_game
789,All Draft,Ranked,mid_game
106,All Draft,Ranked,early_game
2330,All Draft,Ranked,late_game
215,Captains Mode,Ranked,early_game
1454,All Draft,Public matchmaking,mid_game
718,All Draft,Ranked,early_game
362,All Draft,Ranked,early_game
2927,All Draft,Ranked,late_game
2175,All Draft,Ranked,late_game
1420,All Draft,Public matchmaking,mid_game
1497,All Draft,Ranked,mid_game
1,All Draft,Public matchmaking,early_game
1553,All Draft,Public matchmaking,mid_game
59,Turbo Mode,Public matchmaking,early_game
2687,All Draft,Ranked,late_game
973,Turbo Mode,Public matchmaking,mid_game
1803,All Draft,Public matchmaking,late_game
95,All Draft,Ranked,early_game
1503,Random Draft,Public matchmaking,mid_game
639,All Draft,Ranked,early_game
217,Captains Mode,Ranked,early_game
130,All Draft,Public matchmaking,early_game
2150,All Draft,Public matchmaking,late_game
118,All Draft,Ranked,early_game
560,All Draft,Ranked,early_game
1121,All Draft,Ranked,mid_game
810,All Draft,Public matchmaking,mid_game
1257,All Draft,Ranked,mid_game
452,Single Draft,Public matchmaking,early_game
95,All Draft,Public matchmaking,early_game
1191,All Draft,Ranked,mid_game
1055,All Draft,Ranked,mid_game
2137,All Draft,Ranked,late_game
529,All Draft,Ranked,early_game
100,All Draft,Ranked,early_game
838,All Draft,Ranked,mid_game
1393,All Draft,Ranked,mid_game
636,All Draft,Public matchmaking,early_game
1833,All Draft,Ranked,late_game
2055,All Draft,Ranked,late_game
815,All Draft,Ranked,mid_game
669,Random Draft,Ranked,early_game
2106,All Draft,Public matchmaking,late_game
39,Turbo Mode,Public matchmaking,early_game
1193,All Draft,Ranked,mid_game
1105,All Draft,Ranked,mid_game
385,All Draft,Ranked,early_game
852,All Draft,Ranked,mid_game
948,Turbo Mode,Public matchmaking,mid_game
134,Single Draft,Public matchmaking,early_game
1007,All Draft,Public matchmaking,mid_game
287,All Draft,Ranked,early_game
884,Turbo Mode,Public matchmaking,mid_game
668,All Draft,Ranked,early_game
1548,All Draft,Public matchmaking,mid_game
356,Turbo Mode,Public matchmaking,early_game
136,All Draft,Public matchmaking,early_game
60,Turbo Mode,Public matchmaking,early_game
513,Turbo Mode,Public matchmaking,early_game
1117,Turbo Mode,Public matchmaking,mid_game
3472,All Draft,Public matchmaking,late_game
1052,All Draft,Public matchmaking,mid_game
1512,All Draft,Ranked,mid_game
686,All Draft,Ranked,early_game
1844,Single Draft,Public matchmaking,late_game
3069,All Draft,Public matchmaking,late_game
1429,All Draft,Ranked,mid_game
1658,All Draft,Public matchmaking,late_game
1406,All Draft,Ranked,mid_game
1510,All Draft,Ranked,mid_game
2801,Single Draft,Public matchmaking,late_game
1676,All Draft,Ranked,late_game
93,All Draft,Ranked,early_game
908,Turbo Mode,Public matchmaking,mid_game
2211,All Draft,Public matchmaking,late_game
3635,All Draft,Ranked,late_game
907,All Draft,Ranked,mid_game
616,Turbo Mode,Public matchmaking,early_game
915,All Draft,Ranked,mid_game
526,All Draft,Public matchmaking,early_game
52,Captains Mode,Ranked,early_game
156,All Draft,Ranked,early_game
983,All Draft,Public matchmaking,mid_game
247,All Draft,Public matchmaking,early_game
904,All Draft,Ranked,mid_game
1734,All Draft,Ranked,late_game
1044,Single Draft,Public matchmaking,mid_game
1518,All Draft,Public matchmaking,mid_game
1992,All Draft,Ranked,late_game
549,All Draft,Ranked,early_game
1493,All Draft,Ranked,mid_game
1159,All Draft,Public matchmaking,mid_game
78,All Draft,Ranked,early_game
1882,All Draft,Ranked,late_game
343,All Draft,Public matchmaking,early_game
1344,All Draft,Ranked,mid_game
1085,All Draft,Ranked,mid_game
2853,All Draft,Ranked,late_game
274,All Draft,Ranked,early_game
190,All Draft,Ranked,early_game
164,All Draft,Ranked,early_game
2476,All Draft,Ranked,late_game
1357,All Draft,Ranked,mid_game
1925,All Draft,Ranked,late_game
567,All Draft,Ranked,early_game
1863,All Draft,Ranked,late_game
631,All Draft,Ranked,early_game
79,All Draft,Public matchmaking,early_game
665,All Draft,Ranked,early_game
1865,Single Draft,Public matchmaking,late_game
1474,Single Draft,Public matchmaking,mid_game
1421,Single Draft,Public matchmaking,mid_game
1025,All Draft,Ranked,mid_game
1291,All Draft,Ranked,mid_game
895,Single Draft,Public matchmaking,mid_game
1984,All Draft,Ranked,late_game
1210,All Draft,Public matchmaking,mid_game
954,All Draft,Ranked,mid_game
512,All Draft,Ranked,early_game
1251,All Draft,Public matchmaking,mid_game
1708,All Draft,Ranked,late_game
1001,All Draft,Ranked,mid_game
2549,All Draft,Ranked,late_game
822,All Draft,Ranked,mid_game
2336,All Draft,Ranked,late_game
1067,All Draft,Public matchmaking,mid_game
720,All Draft,Ranked,early_game
821,All Draft,Ranked,mid_game
1138,Turbo Mode,Public matchmaking,mid_game
3373,All Draft,Public matchmaking,late_game
853,All Draft,Ranked,mid_game
506,All Draft,Ranked,early_game
912,All Draft,Ranked,mid_game
1032,All Draft,Ranked,mid_game
1906,All Draft,Ranked,late_game
2981,Captains Mode,Ranked,late_game
1160,All Draft,Public matchmaking,mid_game
640,Random Draft,Ranked,early_game
875,All Draft,Ranked,mid_game
1108,All Draft,Ranked,mid_game
1727,All Draft,Public matchmaking,late_game
1325,Single Draft,Public matchmaking,mid_game
2409,All Draft,Public matchmaking,late_game
1359,All Draft,Ranked,mid_game
2011,Random Draft,Ranked,late_game
160,Turbo Mode,Public matchmaking,early_game
1147,All Draft,Ranked,mid_game
1894,All Draft,Ranked,late_game
840,All Draft,Public matchmaking,mid_game
